# 1st line: name of data. 2nd line: units of data.3rd line: paramter name. 4th line: parameter units.5th line: excitation energy units. 6th line: parameter value. 7th line: excitation energy value.following lines: data.
Time;Filtered photoAcoustic signal
µs;V/µJ
Wavelength;Wavelength
nm;nm
µJ;µJ
181.64000000000001;2.7159166523685798e-08
181.644;2.7471137638420047e-08
181.648;2.766712281971866e-08
181.65200000000002;2.7740389549854846e-08
181.656;2.7685689292455808e-08
181.66;2.7499338718824977e-08
181.66400000000002;2.717928093203202e-08
181.668;2.6725125719910805e-08
181.672;2.6138168131956288e-08
181.67600000000002;2.5421384950975004e-08
181.68;2.4579408914713268e-08
181.684;2.3618480831884035e-08
181.68800000000002;2.2546380027260466e-08
181.692;2.1372333837962668e-08
181.696;2.0106907163890386e-08
181.70000000000002;1.8761873345649683e-08
181.704;1.735006789958728e-08
181.708;1.5885226878133925e-08
181.71200000000002;1.4381811841217249e-08
181.716;1.285482361793787e-08
181.72;1.1319607204200359e-08
181.72400000000002;9.791650279082953e-09
181.728;8.28637792831571e-09
181.732;6.818946235621069e-09
181.736;5.404037440589554e-09
181.74;4.055659364405518e-09
181.744;2.7869517717624837e-09
181.748;1.6100022688484788e-09
181.752;5.356742339556898e-10
181.756;-4.2655085983295056e-10
181.76;-1.2687145397504448e-09
181.764;-1.9845038556514294e-09
181.768;-2.5693535662468454e-09
181.772;-3.0205264782850967e-09
181.776;-3.3371707017663766e-09
181.78;-3.520352876629885e-09
181.784;-3.573066733216407e-09
181.788;-3.5002166661873876e-09
181.792;-3.3085763253114135e-09
181.796;-3.006722552330594e-09
181.8;-2.604945316658665e-09
181.804;-2.115134619608882e-09
181.808;-1.5506456429315174e-09
181.812;-9.261437085139548e-10
181.816;-2.574308881884704e-10
181.82;4.3874364802779266e-10
181.824;1.1448872337157646e-09
181.828;1.8429787523684458e-09
181.832;2.5146924607960405e-09
181.836;3.141627794546837e-09
181.84;3.705542268800038e-09
181.844;4.188584534259493e-09
181.848;4.573524632063891e-09
181.852;4.843978514982251e-09
181.856;4.984623964014382e-09
181.86;4.981405129269304e-09
181.864;4.821723060440463e-09
181.868;4.4946097636204945e-09
181.872;3.990883525407044e-09
181.876;3.303283479600396e-09
181.88;2.426581653219342e-09
